2013-03-01;5,875;;;
2013-03-02;10,25;;;
2013-03-03;15,3333;;;
2013-03-04;17,0417;;;
2013-03-05;17,125;;;
2013-03-06;10,5417;;;
2013-03-07;13,875;;;
2013-03-08;20,1667;;;
2013-03-09;17,7083;;;
2013-03-10;10,2917;;;
2013-03-11;14,2917;;;
2013-03-12;16,375;;;
2013-03-13;24,6667;;;
2013-03-14;20;;;
2013-03-15;25,5833;;;
2013-03-16;30,1667;;;
2013-03-17;26,7083;;;
2013-03-18;23,0417;;;
2013-03-19;17,6522;;;
2013-03-20;16,5417;;;
2013-03-21;16,375;;;
2013-03-22;20,9167;;;
2013-03-23;28,0833;;;
2013-03-24;24,625;;;
2013-03-25;16,3333;;;
2013-03-26;25,6667;;;
2013-03-27;34,8333;;;
2013-03-28;32,375;;;
2013-03-29;22,875;;;
2013-03-30;24,7917;;;
2013-03-31;16;;;
2013-04-01;12,8182;;;
2013-04-02;25,8571;;;
2013-04-03;29,5;;;
2013-04-04;28,7917;;;
2013-04-05;34,9583;;;
2013-04-06;13,875;;;
2013-04-07;12,2174;;;
2013-04-08;17,375;;;
2013-04-09;25,2917;;;
2013-04-10;24,0417;;;
2013-04-11;15,5;;;
2013-04-12;17,125;;;
2013-04-13;42,2083;;;
2013-04-14;30,25;;;
2013-04-15;27,5417;;;
2013-04-16;26,9565;;;
2013-04-17;31,75;;;
2013-04-18;34;;;
2013-04-19;24,3913;;;
2013-04-20;19,6667;;;
2013-04-21;17,9583;;;
2013-04-22;23,2083;;;
2013-04-23;27,625;;;
2013-04-24;50,1666;;;
2013-04-25;49,2916;;;
2013-04-26;37,0416;;;
2013-04-27;52,8333;;;
2013-04-28;67,4583;;;
2013-04-29;51,1666;;;
2013-04-30;33,2173;;;
2013-05-01;48,7083;;;
2013-05-08;63,2173;;;
2013-05-09;57,4583;;;
2013-05-10;33,2083;;;
2013-05-11;23,7273;;;
2013-05-12;20,5833;;;
2013-05-13;47,25;;;
2013-05-14;76,75;;;
2013-05-15;28,8333;;;
2013-05-16;69,3635;;;
2013-05-17;126,625;;;
2013-05-18;79,375;;;
2013-05-19;66,3043;;;
2013-05-20;69,6521;;;
2013-05-21;63,0435;;;
2013-05-22;95,4166;;;
2013-05-23;130,208;;;
2013-05-24;105,833;;;
2013-05-25;121,875;;;
2013-05-26;64,2916;;;
2013-05-27;20,9545;;;
2013-05-29;37,826;;;
2013-05-30;87,9564;;;
2013-06-01;45,5;;;
2013-06-02;56,9166;;;
2013-06-03;49,6666;;;
2013-06-04;39,0435;;;
2013-06-05;24,913;;;
2013-06-06;46,4348;;;
2013-06-07;60,6522;;;
2013-06-08;48,0416;;;
2013-06-09;62,8333;;;
2013-06-10;126,917;;;
2013-06-11;85,619;;;
2013-06-12;;;544,708;
2013-06-13;94,3999;;;
2013-06-14;;;537;
2013-06-15;58,5416;;;
2013-06-16;18,0833;;;
2013-06-17;31,9583;;;
2013-06-18;82,9583;;;
2013-06-19;39,7391;;;
2013-06-20;123,292;;;
2013-06-21;127,708;;;
2013-06-22;75,9583;;;
2013-06-23;29,5417;;;
2013-06-24;24,6087;;;
2013-06-25;41,9583;;;
2013-06-26;50,5416;;;
2013-06-27;24,1053;;;
2013-06-28;;;343,292;
2013-07-01;;;343,611;
2013-07-02;53,0416;;;
2013-07-03;29,9167;;;
2013-07-04;35,9091;;;
2013-07-05;39,1666;;;
2013-07-06;25,9167;;;
2013-07-07;59,7916;;;
2013-07-08;64,5;;;
2013-07-09;41,7916;;;
2013-07-10;22,2917;;;
2013-07-11;28,4167;;;
2013-07-12;20,25;;;
2013-07-13;37,2083;;;
2013-07-14;55,75;;;
2013-07-15;18,25;;;
2013-07-16;16,5833;;;
2013-07-17;36,75;;;
2013-07-18;51,125;;;
2013-07-19;36,625;;;
2013-07-20;63,9091;;;
2013-07-21;69,625;;;
2013-07-22;75,0416;;;
2013-07-23;59,75;;;
2013-07-24;89,3043;;;
2013-07-25;100,5;;;
2013-07-26;82,2083;;;
2013-07-27;120,75;;;
2013-07-28;83,375;;;
2013-07-29;41,0416;;;
2013-07-30;48,7083;;;
2013-07-31;95,125;;;
2013-08-01;112,667;;;
2013-08-02;63,5;;;
2013-08-03;53,875;;;
2013-08-04;59,375;;;
2013-08-05;57,5416;;;
2013-08-06;96,2083;;;
2013-08-07;44,75;;;
2013-08-08;73,7916;;;
2013-08-09;47,2916;;;
2013-08-10;102;;;
2013-08-11;68;;;
2013-08-12;24,375;;;
2013-08-13;26,5417;;;
2013-08-14;60,25;;;
2013-08-15;72,6666;;;
2013-08-16;49,5;;;
2013-08-17;70,0833;;;
2013-08-18;62,625;;;
2013-08-19;29,1667;;;
2013-08-20;39,2916;;;
2013-08-21;58,2083;;;
2013-08-22;15,1364;;;
2013-08-23;32,8333;;;
2013-08-24;48,2083;;;
2013-08-25;97,5;;;
2013-08-26;66,2916;;;
2013-08-27;40,7916;;;
2013-08-28;20,4167;;;
2013-08-29;32,9166;;;
2013-08-30;38,625;;;
2013-08-31;30,625;;;
2013-09-01;59,8333;;;
2013-09-02;56,0833;;;
2013-09-03;56,5;;;
2013-09-04;52,125;;;
2013-09-05;18,1667;;;
2013-09-07;23,2917;;;
2013-09-08;24,4167;;;
2013-09-09;19,6667;;;
2013-09-11;13,3333;;;
2013-09-12;14,8333;;;
2013-09-13;32,5416;;;
2013-09-14;33,2916;;;
2013-09-15;21,75;;;
2013-09-16;32,3913;;;
2013-09-17;39,375;;;
2013-09-18;31,25;;;
2013-09-19;21,1667;;;
2013-09-20;11,7083;;;
2013-09-21;17,125;;;
2013-09-22;25,6522;;;
2013-09-23;30,625;;;
2013-09-24;26,0833;;;
2013-09-25;21,5;;;
2013-09-26;30,7083;;;
2013-09-27;16,5417;;;
2013-09-28;27,9583;;;
2013-09-29;26,0833;;;
2013-09-30;21,9583;;;
2013-10-01;19,1667;;;
2013-10-02;20,5;;;
2013-10-03;14,25;;;
2013-10-04;14,9583;;;
2013-10-05;21,3333;;;
2013-10-06;17,9583;;;
2013-10-07;16,1667;;;
2013-10-08;15,5417;;;
2013-10-09;13,4167;;;
2013-10-10;17,375;;;
2013-10-11;12,8182;;;
2013-10-13;17;;;
2013-10-14;13,375;;;
2013-10-15;13,8333;;;
2013-10-16;14,3333;;;
2013-10-17;16,1667;;;
2013-10-18;16,125;;;
2013-10-19;14,3333;;;
2013-10-20;9,54166;;;
2013-10-21;13,4583;;;
2013-10-22;11,4583;;;
2013-10-23;8,54166;;;
2013-10-24;16,6667;;;
2013-10-25;13,5417;;;
2013-10-26;17,5833;;;
2013-10-27;16,0417;;;
2013-10-28;11,6667;;;
2013-10-29;15,875;;;
2013-10-30;12,875;;;
2013-10-31;11,125;;;
2013-11-01;9,91666;;;
2013-11-02;11,0417;;;
2013-11-03;10,4167;;;
2013-11-04;12,0417;;;
2013-11-05;12,9167;;;
2013-11-06;6;;;
2013-11-07;8,125;;;
2013-11-08;5,79166;;;
2013-11-09;7,125;;;
2013-11-10;4,5;;;
2013-11-11;;;504;
2013-11-12;8,125;;;
2013-11-13;8,54166;;;
2013-11-14;3,16666;;;
2013-11-15;5,58333;;;
2013-11-16;9,29166;;;
2013-11-17;10,3333;;;
2013-11-18;8,21738;;;
2013-11-19;9,58333;;;
2013-11-20;14,5833;;;
2013-11-21;13,0417;;;
2013-11-22;11,75;;;
2013-11-23;10,75;;;
2013-11-24;5,25;;;
2013-11-25;4,125;;;
2013-11-26;6,5;;;
2013-11-27;10,3333;;;
2013-11-28;8,66666;;;
2013-11-29;10,125;;;
2013-11-30;8,45833;;;
2013-12-01;7,20833;;;
2013-12-02;6,04166;;;
2013-12-03;5,83333;;;
2013-12-04;5,41666;;;
2013-12-05;5,66666;;;
2013-12-06;9,79999;;;
2013-12-07;7,66666;;;
2013-12-08;4,29166;;;
2013-12-09;6,125;;;
2013-12-10;10,4783;;;
2013-12-11;9,91666;;;
2013-12-12;8,91666;;;
2013-12-13;12,4583;;;
2013-12-14;12,2917;;;
2013-12-15;12,2083;;;
2013-12-16;9;;;
2013-12-17;10,625;;;
2013-12-18;6;;;
2013-12-19;8,20833;;;
2013-12-20;9,45833;;;
2013-12-21;8,5;;;
2013-12-22;16,5;;;
2013-12-24;15,6667;;;
2013-12-25;9,58333;;;
2013-12-26;9,875;;;
2013-12-27;7,875;;;
2013-12-28;9,04166;;;
2013-12-29;5,75;;;
2013-12-30;4,625;;;
2013-12-31;9,95833;;;
2014-01-01;5,83333;;;
2014-01-02;4,91666;;;
2014-01-03;9,20833;;;
2014-01-04;8,95833;;;
2014-01-05;18,9167;;;
2014-01-06;15,7391;;;
2014-01-07;12,6;;;
2014-01-08;23,5833;;;
2014-01-09;31,9167;;;
2014-01-10;8,20833;;;
2014-01-11;10,6667;;;
2014-01-12;11,0417;;;
2014-01-13;12,3333;;;
2014-01-14;14,7917;;;
2014-01-15;29,375;;;
2014-01-16;8,875;;;
2014-01-17;8,04166;;;
2014-01-18;7,04166;;;
2014-01-19;6,29166;;;
2014-01-20;6,04166;;;
2014-01-21;7,52174;;;
2014-01-22;6,75;;;
2014-01-23;5,61904;;;
2014-01-24;6,5;;;
2014-01-25;9,79166;;;
2014-01-26;8,83333;;;
2014-01-27;7,16666;;;
2014-01-28;11,2083;;;
2014-01-29;9,45833;;;
2014-01-30;7,42105;;;
2014-01-31;6,70833;;;
2014-02-01;5,625;;;
2014-02-02;4,75;;;
2014-02-03;4;;;
2014-02-04;4,20833;;;
2014-02-05;6,41666;;;
2014-02-06;7,95454;;;
2014-02-07;8,29166;;;
2014-02-08;10,3333;;;
2014-02-09;7,58333;;;
2014-02-10;11,75;;;
2014-02-11;13,75;;;
2014-02-12;11,8333;;;
2014-02-13;11,4583;;;
2014-02-14;12,0417;;;
2014-02-15;11,4583;;;
2014-02-16;11,6667;;;
2014-02-17;15,5;;;
2014-02-18;11,7083;;;
2014-02-19;11,6667;;;
2014-02-20;10,5;;;
2014-02-21;9,45833;;;
2014-02-22;10,75;;;
2014-02-23;11,5417;;;
2014-02-24;12,9583;;;
2014-02-25;9,45833;;;
2014-02-26;12,6667;;;
2014-02-27;13,4583;;;
2014-02-28;10,25;;;
2014-03-01;11,5;;;
2014-03-02;11,5833;;;
2014-03-03;9,47826;;;
2014-03-04;10,5909;;;
2014-03-05;16,375;;;
2014-03-06;13,125;;;
2014-03-07;20,2917;;;
2014-03-09;5,90909;;;
2014-03-10;8,54166;;;
2014-03-11;8,70833;;;
2014-03-12;9,54166;;;
2014-03-13;12,4167;;;
2014-03-14;10,1304;;;
2014-03-15;10,5417;;;
2014-03-16;5,95833;;;
2014-03-17;10,375;;;
2014-03-18;12,5417;;;
2014-03-19;18,0417;;;
2014-03-20;33,7916;;;
2014-03-21;14,9091;;;
2014-03-22;30,4167;;;
2014-03-23;48,125;;;
2014-03-24;20,2083;;;
2014-03-25;34,9166;;;
2014-03-26;18,7143;;;
2014-03-27;20,5833;;;
2014-03-28;33,4583;;;
